id,url
130626,https://www.europarl.europa.eu/doceo/document/A-9-2021-0063_EN.html
130860,https://www.europarl.europa.eu/doceo/document/A-9-2021-0063_EN.html
130620,https://www.europarl.europa.eu/doceo/document/A-9-2021-0064_EN.html
130854,https://www.europarl.europa.eu/doceo/document/A-9-2021-0064_EN.html
130624,https://www.europarl.europa.eu/doceo/document/A-9-2021-0065_EN.html
130858,https://www.europarl.europa.eu/doceo/document/A-9-2021-0065_EN.html
131707,https://www.europarl.europa.eu/doceo/document/A-9-2021-0066_EN.html
130625,https://www.europarl.europa.eu/doceo/document/A-9-2021-0067_EN.html
130859,https://www.europarl.europa.eu/doceo/document/A-9-2021-0067_EN.html
130891,https://www.europarl.europa.eu/doceo/document/A-9-2021-0068_EN.html
130861,https://www.europarl.europa.eu/doceo/document/A-9-2021-0069_EN.html
130872,https://www.europarl.europa.eu/doceo/document/A-9-2021-0070_EN.html
130877,https://www.europarl.europa.eu/doceo/document/A-9-2021-0071_EN.html
130884,https://www.europarl.europa.eu/doceo/document/A-9-2021-0072_EN.html
130868,https://www.europarl.europa.eu/doceo/document/A-9-2021-0073_EN.html
130645,https://www.europarl.europa.eu/doceo/document/A-9-2021-0074_EN.html
130879,https://www.europarl.europa.eu/doceo/document/A-9-2021-0074_EN.html
130881,https://www.europarl.europa.eu/doceo/document/A-9-2021-0075_EN.html
130890,https://www.europarl.europa.eu/doceo/document/A-9-2021-0076_EN.html
130876,https://www.europarl.europa.eu/doceo/document/A-9-2021-0077_EN.html
130888,https://www.europarl.europa.eu/doceo/document/A-9-2021-0078_EN.html
130886,https://www.europarl.europa.eu/doceo/document/A-9-2021-0079_EN.html
130865,https://www.europarl.europa.eu/doceo/document/A-9-2021-0080_EN.html
130878,https://www.europarl.europa.eu/doceo/document/A-9-2021-0081_EN.html
130889,https://www.europarl.europa.eu/doceo/document/A-9-2021-0082_EN.html
132415,https://www.europarl.europa.eu/doceo/document/A-9-2021-0083_EN.html
130867,https://www.europarl.europa.eu/doceo/document/A-9-2021-0084_EN.html
130875,https://www.europarl.europa.eu/doceo/document/A-9-2021-0085_EN.html
130863,https://www.europarl.europa.eu/doceo/document/A-9-2021-0086_EN.html
130864,https://www.europarl.europa.eu/doceo/document/A-9-2021-0087_EN.html
130882,https://www.europarl.europa.eu/doceo/document/A-9-2021-0088_EN.html
130870,https://www.europarl.europa.eu/doceo/document/A-9-2021-0089_EN.html
130866,https://www.europarl.europa.eu/doceo/document/A-9-2021-0090_EN.html
130885,https://www.europarl.europa.eu/doceo/document/A-9-2021-0091_EN.html
130880,https://www.europarl.europa.eu/doceo/document/A-9-2021-0092_EN.html
130887,https://www.europarl.europa.eu/doceo/document/A-9-2021-0093_EN.html
130862,https://www.europarl.europa.eu/doceo/document/A-9-2021-0094_EN.html
130901,https://www.europarl.europa.eu/doceo/document/A-9-2021-0095_EN.html
130883,https://www.europarl.europa.eu/doceo/document/A-9-2021-0096_EN.html
130873,https://www.europarl.europa.eu/doceo/document/A-9-2021-0097_EN.html
130892,https://www.europarl.europa.eu/doceo/document/A-9-2021-0098_EN.html
130871,https://www.europarl.europa.eu/doceo/document/A-9-2021-0099_EN.html
130902,https://www.europarl.europa.eu/doceo/document/A-9-2021-0100_EN.html
130869,https://www.europarl.europa.eu/doceo/document/A-9-2021-0101_EN.html
131502,https://www.europarl.europa.eu/doceo/document/A-9-2021-0102_EN.html
130716,https://www.europarl.europa.eu/doceo/document/A-9-2021-0103_EN.html
130896,https://www.europarl.europa.eu/doceo/document/A-9-2021-0105_EN.html
130894,https://www.europarl.europa.eu/doceo/document/A-9-2021-0106_EN.html
130898,https://www.europarl.europa.eu/doceo/document/A-9-2021-0107_EN.html
130900,https://www.europarl.europa.eu/doceo/document/A-9-2021-0108_EN.html
130895,https://www.europarl.europa.eu/doceo/document/A-9-2021-0109_EN.html
130893,https://www.europarl.europa.eu/doceo/document/A-9-2021-0110_EN.html
130899,https://www.europarl.europa.eu/doceo/document/A-9-2021-0111_EN.html
131773,https://www.europarl.europa.eu/doceo/document/A-9-2021-0112_EN.html
130897,https://www.europarl.europa.eu/doceo/document/A-9-2021-0113_EN.html
139383,https://www.europarl.europa.eu/doceo/document/A-9-2021-0114_EN.html
131503,https://www.europarl.europa.eu/doceo/document/A-9-2021-0115_EN.html
131711,https://www.europarl.europa.eu/doceo/document/A-9-2021-0116_EN.html
130851,https://www.europarl.europa.eu/doceo/document/A-9-2021-0117_EN.html
130597,https://www.europarl.europa.eu/doceo/document/A-9-2021-0123_EN.html
131714,https://www.europarl.europa.eu/doceo/document/A-9-2021-0131_EN.html
131501,https://www.europarl.europa.eu/doceo/document/A-9-2021-0139_EN.html
131774,https://www.europarl.europa.eu/doceo/document/A-9-2021-0143_EN.html
130844,https://www.europarl.europa.eu/doceo/document/A-9-2021-0145_EN.html
131775,https://www.europarl.europa.eu/doceo/document/A-9-2021-0149_EN.html
134333,https://www.europarl.europa.eu/doceo/document/A-9-2021-0151_EN.html
131767,https://www.europarl.europa.eu/doceo/document/A-9-2021-0152_EN.html
135785,https://www.europarl.europa.eu/doceo/document/A-9-2021-0152_EN.html
131713,https://www.europarl.europa.eu/doceo/document/A-9-2021-0153_EN.html
133545,https://www.europarl.europa.eu/doceo/document/A-9-2021-0154_EN.html
131518,https://www.europarl.europa.eu/doceo/document/A-9-2021-0160_EN.html
133937,https://www.europarl.europa.eu/doceo/document/A-9-2021-0163_EN.html
132417,https://www.europarl.europa.eu/doceo/document/A-9-2021-0168_EN.html
134348,https://www.europarl.europa.eu/doceo/document/A-9-2021-0169_EN.html
135148,https://www.europarl.europa.eu/doceo/document/A-9-2021-0171_EN.html
139861,https://www.europarl.europa.eu/doceo/document/A-9-2021-0172_EN.html
160078,https://www.europarl.europa.eu/doceo/document/A-9-2021-0172_EN.html
134041,https://www.europarl.europa.eu/doceo/document/A-9-2021-0174_EN.html
