"from","to","weight"
"Constanze KREHL (DEU-SD)","Marianne VIND (DNK-SD)",1
"Constanze KREHL (DEU-SD)","Antoni COMÍN I OLIVERES (ESP-NI)",1
"Constanze KREHL (DEU-SD)","Linea SØGAARD-LIDELL (DNK-RENEW)",1
"Constanze KREHL (DEU-SD)","Adrián VÁZQUEZ LÁZARA (ESP-RENEW)",1
"Carlos COELHO (PRT-EPP)","Ana MIRANDA (ESP-GREEN_EFA)",1
"Carlos COELHO (PRT-EPP)","Mercedes BRESSO (ITA-SD)",1
"Carlos COELHO (PRT-EPP)","Alessandra MUSSOLINI (ITA-EPP)",1
"Carlos COELHO (PRT-EPP)","Katarína ROTH NEVEĎALOVÁ (SVK-SD)",1
"Carlos COELHO (PRT-EPP)","Lara COMI (ITA-EPP)",1
"Carlos COELHO (PRT-EPP)","Peter LUNDGREN (SWE-ECR)",1
"Carlos COELHO (PRT-EPP)","Pirkko RUOHONEN-LERNER (FIN-ECR)",1
"Carlos COELHO (PRT-EPP)","Stefania ZAMBELLI (ITA-ID)",1
"Carlos COELHO (PRT-EPP)","Lucia VUOLO (ITA-EPP)",1
"Carlos COELHO (PRT-EPP)","Karolin BRAUNSBERGER-REINHOLD (DEU-EPP)",1
"Carlos COELHO (PRT-EPP)","Karsten LUCKE (DEU-SD)",1
"Carlos COELHO (PRT-EPP)","Ilan DE BASSO (SWE-SD)",1
"Carlos COELHO (PRT-EPP)","Catharina RINZEMA (NLD-RENEW)",1
"Carlos COELHO (PRT-EPP)","René REPASI (DEU-SD)",1
"Carlos COELHO (PRT-EPP)","Camilla LAURETI (ITA-SD)",1
"Carlos COELHO (PRT-EPP)","Jan OVELGÖNNE (DEU-GREEN_EFA)",1
"Carlos COELHO (PRT-EPP)","Matjaž NEMEC (SVN-SD)",1
"Carlos COELHO (PRT-EPP)","Max ORVILLE (FRA-RENEW)",1
"Carlos COELHO (PRT-EPP)","Marie DAUCHY (FRA-ID)",1
"Carlos COELHO (PRT-EPP)","Marina MESURE (FRA-GUE_NGL)",1
"Carlos COELHO (PRT-EPP)","João ALBUQUERQUE (PRT-SD)",1
"Carlos COELHO (PRT-EPP)","Eva Maria POPTCHEVA (ESP-RENEW)",1
"Carlos COELHO (PRT-EPP)","Matthias ECKE (DEU-SD)",1
"Carlos COELHO (PRT-EPP)","Carina OHLSSON (SWE-SD)",1
"Carlos COELHO (PRT-EPP)","Johan NISSINEN (SWE-ECR)",1
"Carlos COELHO (PRT-EPP)","Theresa BIELOWSKI (AUT-SD)",1
"Carlos COELHO (PRT-EPP)","Matteo GAZZINI (ITA-ID)",1
"Carlos COELHO (PRT-EPP)","Paola GHIDONI (ITA-ID)",1
"Carlos COELHO (PRT-EPP)","Achille VARIATI (ITA-SD)",1
"Carlos COELHO (PRT-EPP)","Maria Angela DANZÌ (ITA-NI)",1
"Carlos COELHO (PRT-EPP)","Denis NESCI (ITA-ECR)",1
"Carlos COELHO (PRT-EPP)","Elisabetta DE BLASIS (ITA-ID)",1
"Carlos COELHO (PRT-EPP)","Eleni STAVROU (CYP-EPP)",1
"Carlos COELHO (PRT-EPP)","Erik POULSEN (DNK-RENEW)",1
"Carlos COELHO (PRT-EPP)","Bergur Løkke RASMUSSEN (DNK-RENEW)",1
"Carlos COELHO (PRT-EPP)","Beatrice COVASSI (ITA-SD)",1
"Carlos COELHO (PRT-EPP)","Maria Veronica ROSSI (ITA-ID)",1
"Carlos COELHO (PRT-EPP)","Francesca PEPPUCCI (ITA-EPP)",1
"Carlos COELHO (PRT-EPP)","Nikos PAPANDREOU (GRC-SD)",1
"Carlos COELHO (PRT-EPP)","Christophe CLERGEAU (FRA-SD)",1
"Carlos COELHO (PRT-EPP)","Thomas RUDNER (DEU-SD)",1
"Carlos COELHO (PRT-EPP)","Catherine AMALRIC (FRA-RENEW)",1
"Carlos COELHO (PRT-EPP)","Anja HAGA (NLD-EPP)",1
"Carlos COELHO (PRT-EPP)","Laura BALLARÍN CEREZA (ESP-SD)",1
"Carlos COELHO (PRT-EPP)","Ana COLLADO JIMÉNEZ (ESP-EPP)",1
"Carlos COELHO (PRT-EPP)","Laurence SAILLIET (FRA-EPP)",1
"Carlos COELHO (PRT-EPP)","Lydie MASSARD (FRA-GREEN_EFA)",1
"Carlos COELHO (PRT-EPP)","Wolfram PIRCHNER (AUT-EPP)",1
"Carlos COELHO (PRT-EPP)","Martine KEMP (LUX-EPP)",1
"Carlos COELHO (PRT-EPP)","Jozef MIHÁL (SVK-RENEW)",1
"Carlos COELHO (PRT-EPP)","Witold PAHL (POL-EPP)",1
"Carlos COELHO (PRT-EPP)","Włodzimierz KARPIŃSKI (POL-EPP)",1
"Carlos COELHO (PRT-EPP)","Rafał ROMANOWSKI (POL-ECR)",1
"Carlos COELHO (PRT-EPP)","Patricia CARO MAYA (ESP-GUE_NGL)",1
"Carlos COELHO (PRT-EPP)","François THIOLLET (FRA-GREEN_EFA)",1
"Carlos COELHO (PRT-EPP)","Esther SANZ SELVA (ESP-GUE_NGL)",1
"Carlos COELHO (PRT-EPP)","Michael KAUCH (DEU-RENEW)",1
"Carlos COELHO (PRT-EPP)","Krzysztof BREJZA (POL-EPP)",1
"Carlos COELHO (PRT-EPP)","Guy LAVOCAT (FRA-RENEW)",1
"Carlos COELHO (PRT-EPP)","Niels GEUKING (DEU-EPP)",1
"Carlos COELHO (PRT-EPP)","Linus GLANZELIUS (SWE-SD)",1
"Carlos COELHO (PRT-EPP)","Henk Jan ORMEL (NLD-EPP)",1
"Carlos COELHO (PRT-EPP)","Anabela RODRIGUES (PRT-GUE_NGL)",1
"Carlos COELHO (PRT-EPP)","Vasco BECKER-WEINBERG (PRT-EPP)",1
"Carlos COELHO (PRT-EPP)","Ana Miguel DOS SANTOS (PRT-EPP)",1
"Carlos COELHO (PRT-EPP)","Vânia NETO (PRT-EPP)",1
"Carlos COELHO (PRT-EPP)","Teófilo SANTOS (PRT-EPP)",1
"Carlos COELHO (PRT-EPP)","Ricardo MORGADO (PRT-EPP)",1
"Evelyne GEBHARDT (DEU-SD)","Antonio TAJANI (ITA-EPP)",1
"Evelyne GEBHARDT (DEU-SD)","Richard CORBETT (GBR-SD)",1
"Evelyne GEBHARDT (DEU-SD)","Silvio BERLUSCONI (ITA-EPP)",1
"Evelyne GEBHARDT (DEU-SD)","Raffaele FITTO (ITA-ECR)",1
"Evelyne GEBHARDT (DEU-SD)","Claude MORAES (GBR-SD)",1
"Evelyne GEBHARDT (DEU-SD)","Neena GILL (GBR-SD)",1
"Evelyne GEBHARDT (DEU-SD)","Jill EVANS (GBR-GREEN_EFA)",1
"Evelyne GEBHARDT (DEU-SD)","Chris DAVIES (GBR-RENEW)",1
"Evelyne GEBHARDT (DEU-SD)","András GYÜRK (HUN-NI)",1
"Evelyne GEBHARDT (DEU-SD)","József SZÁJER (HUN-EPP)",1
