"from","to","weight"
"Lefteris CHRISTOFOROU (CYP-EPP)","Cláudia MONTEIRO DE AGUIAR (PRT-EPP)",1
"Lefteris CHRISTOFOROU (CYP-EPP)","Eleonora EVI (ITA-GREEN_EFA)",1
"Lefteris CHRISTOFOROU (CYP-EPP)","Simona BONAFÈ (ITA-SD)",1
"Lefteris CHRISTOFOROU (CYP-EPP)","Krzysztof HETMAN (POL-EPP)",1
"Lefteris CHRISTOFOROU (CYP-EPP)","Ernest URTASUN (ESP-GREEN_EFA)",1
"Lefteris CHRISTOFOROU (CYP-EPP)","Jytte GUTELAND (SWE-SD)",1
"Lefteris CHRISTOFOROU (CYP-EPP)","Esteban GONZÁLEZ PONS (ESP-EPP)",1
"Lefteris CHRISTOFOROU (CYP-EPP)","Annie SCHREIJER-PIERIK (NLD-EPP)",1
"Lefteris CHRISTOFOROU (CYP-EPP)","Christophe HANSEN (LUX-EPP)",1
"Lefteris CHRISTOFOROU (CYP-EPP)","Erik BERGKVIST (SWE-SD)",1
"Lefteris CHRISTOFOROU (CYP-EPP)","Nicola BEER (DEU-RENEW)",1
"Lefteris CHRISTOFOROU (CYP-EPP)","Bartosz ARŁUKOWICZ (POL-EPP)",1
"Lefteris CHRISTOFOROU (CYP-EPP)","Stéphane SÉJOURNÉ (FRA-RENEW)",1
"Lefteris CHRISTOFOROU (CYP-EPP)","Agnès EVREN (FRA-EPP)",1
"Lefteris CHRISTOFOROU (CYP-EPP)","Radosław SIKORSKI (POL-EPP)",1
"Lefteris CHRISTOFOROU (CYP-EPP)","Søren GADE (DNK-RENEW)",1
"Lefteris CHRISTOFOROU (CYP-EPP)","Peter KOFOD (DNK-ID)",1
"Lefteris CHRISTOFOROU (CYP-EPP)","Pierfrancesco MAJORINO (ITA-SD)",1
"Lefteris CHRISTOFOROU (CYP-EPP)","Véronique TRILLET-LENOIR (FRA-RENEW)",1
"Lefteris CHRISTOFOROU (CYP-EPP)","Simone SCHMIEDTBAUER (AUT-EPP)",1
"Lefteris CHRISTOFOROU (CYP-EPP)","Adriana MALDONADO LÓPEZ (ESP-SD)",1
"Lefteris CHRISTOFOROU (CYP-EPP)","Álvaro AMARO (PRT-EPP)",1
"Lefteris CHRISTOFOROU (CYP-EPP)","Luisa REGIMENTI (ITA-ID)",1
"Lefteris CHRISTOFOROU (CYP-EPP)","Andrea CAROPPO (ITA-EPP)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Anna CAVAZZINI (DEU-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Philippe LAMBERTS (BEL-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Bas EICKHOUT (NLD-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Ska KELLER (DEU-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","François ALFONSI (FRA-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Martin HÄUSLING (DEU-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Karima DELLI (FRA-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Marie TOUSSAINT (FRA-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Terry REINTKE (DEU-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Daniel FREUND (DEU-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Piernicola PEDICINI (ITA-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Ignazio CORRAO (ITA-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Monika VANA (AUT-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Bronis ROPĖ (LTU-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Jakop G. DALUNDE (SWE-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Alexandra GEESE (DEU-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Jordi SOLÉ (ESP-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Thomas WAITZ (AUT-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Tilly METZ (LUX-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Alice KUHNKE (SWE-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Pär HOLMGREN (SWE-GREEN_EFA)",1
